hostname,bv,rhk,li,teff,prot,ruwe
WASP-178,0.15400000289082527,,,9132.4,,1.141188
WASP-184,0.5789999961853027,,,5984.908355747769,,1.0528730071525574
WASP-185,0.6200000047683716,,,5839.189167119565,,0.8962696820844015
WASP-192,0.6489999890327454,,,5872.9878847656255,,1.090442
Kepler-300,0.7649999856948853,,,5729.053290363857,54.84000015258789,0.9922529828338623
Kepler-847,1.0699999928474426,,,4783.4563125,40.14999961853027,1.043211
LP 791-18,,,,3275.908294314236,,1.078779
TOI-163,0.4880000054836273,,,6228.6760867842195,,0.7483185047683716
Kepler-846,,,,5578.195096296296,59.189998626708984,0.961718
TOI-125,0.8080000281333923,,,5239.4335364643275,,0.946172007390976
NGTS-8,0.9110000133514404,,,5151.431854545454,,1.312801
NGTS-9,0.5619999766349792,,,6160.083621961805,,0.9756969969005584
Qatar-6,0.949999988079071,,,4900.006902447917,9.48671811260276,1.116142
XO-7,0.7000000029802322,,,6068.573455891928,,1.0971440281333922
TOI-813,0.651500016450882,,,5897.068509465799,,1.0235584761581422
Kepler-298,,,,4408.898552631579,32.424404084472656,0.9898
GJ 1252,,,,3542.4784552951387,,1.042884
EPIC 249893012,0.777999997138977,,,5420.931406255911,,0.8009279868869781
L 168-9,1.4559999704360962,,,3741.1580000000004,,1.046011
Kepler-1661,0.9549999833106995,,,5005.088047820723,26.253015076293945,1.141362
TOI-132,0.8410000205039978,,,5375.023170220267,,1.1288349904632569
Kepler-95,0.8320000171661377,,,5563.309250745151,16.117309961853028,0.9276079877611796
Kepler-1750,0.9649999737739563,,,5584.11764516129,29.850000381469727,0.997101
HATS-47,1.2740000486373901,,,4501.151435546875,,1.008566
HATS-48 A,1.2350000143051147,,,4522.323056396484,,1.0066
HATS-49,1.3329999446868896,,,4385.874727272728,,1.107784
HATS-72,1.1360000371932983,,,4595.7817478421875,,1.0274275071525574
NGTS-10,0.9340000152587891,,,4630.09,,14.432336
Kepler-845,1.055999994277954,,,4813.9456477719905,30.481964046325682,0.945763
MASCARA-4,0.09600000083446503,,,8064.676576746323,,0.98498
LHS 1815,1.4179999828338623,,,3705.399901951154,,1.0541539713897705
TOI-1130,1.2640000581741333,,,4329.605881204044,,1.140078
Kepler-844,1.409999966621399,,,4039.407999376662,28.407169669392903,1.107267
CoRoT-30,1.1130000352859497,,,5527.3706,,1.072137
CoRoT-31,0.9710000157356262,,,5434.163436363637,,1.026062
TOI-677,0.5719999969005585,,,6129.799308416193,,0.879753
WASP-150,0.47099998593330383,,,6214.161120665323,,1.015155
HD 332231,0.5479999780654907,,,6089.733321331522,,0.892976
LTT 3780,1.5390000343322754,,,3664.673412989273,,1.107515
Kepler-297,,,,5669.59917195012,30.063334147135418,0.9516524933242798
TOI-1235,1.4240000247955322,,,3945.351666666667,,1.047467
TOI-1338 A,0.5450000166893005,,,5800.39530611487,,0.8796690083446503
AU Mic,,,,3841.3399875,,0.962462
Kepler-843,0.7675000131130219,,,5542.540177381468,20.86300039291382,1.0561374761581421
WASP-148,0.9179999828338623,,,5413.197066601562,,0.9583714887943268
TOI-1728,1.2979999780654907,,,3979.985,,1.160642
NGTS-11,0.9110000133514404,,,5070.73668254389,,0.9760236630109151
TOI-849,0.8319999873638153,,,5348.478338778409,0.765999972820282,1.082309665395101
Kepler-842,0.996999979019165,,,4745.1324375,29.905000686645508,1.044039
Wendelstein-1,,,,4199.997854332387,,1.006401
Wendelstein-2,,,,4519.093927272727,,0.97736
HD 191939,0.7527500092983246,,,5493.916583984375,,1.116677
TOI-700,1.4780000448226929,,,3526.811106470788,31.988500118255615,1.2168735119209289
Kepler-841,,,,5217.7175481552085,37.25,1.100007
HIP 67522,0.5998888942930434,,220.0,5745.292134563577,1.1801099849001566,0.906975
TOI-1899,1.593999981880188,,,4013.314530360243,16.190000534057617,1.0425
HIP 65 A,1.1080000400543213,,,4563.6507599999995,,0.978729509059906
TOI-157,0.7950000166893005,,,5429.75181167999,,1.0683636841506958
TOI-169,0.6880000233650208,,,5826.729396910511,,0.9892085228881836
K2-315,,,,3378.3480307692307,,1.139624
HATS-37 A,0.9559999704360962,,,4994.8773046875,,2.9937554828338624
HATS-38,0.8050000071525574,,,5693.639093572444,,1.1033509709129334
HD 86226,0.6432000085830689,,,5903.990489873798,19.24599999189377,0.904738
Kepler-296,1.5850000381469727,,,3557.4226829268296,35.97219927978516,
K2-316,,,,3566.4915692307695,,1.137434
K2-317,,,,3604.135563636364,,1.083291
K2-318,1.3980000019073486,,,3908.9578461538467,14.710000038146973,1.021299
K2-319,0.8130000233650208,,,5049.2499588698565,31.874509,0.8602470083446503
K2-320,,,,3544.0271666666667,,0.902887
K2-321,1.4490000009536743,,,3764.0000794806983,,1.135324
K2-322,1.3760000467300415,,,4012.3555617337743,16.270000457763672,1.0481239952316286
K2-323,1.4789999723434448,,,3650.955263028978,,1.047863989271164
K2-324,1.3839999437332153,,,3585.9347223756795,,1.0864259713897706
K2-325,,,,3562.5607540690107,,0.956325
K2-326,1.4769999980926514,,,4068.0192622070313,22.06999969482422,0.955769
WD 1856+534,,,,4769.102000000001,,
LTT 9779,0.6430000066757202,,,5353.5959427083335,,1.05845650667572
HD 63433,0.6718461474822118,-4.389999866485596,,5665.301524389983,5.645320939284207,0.996317
TOI-763,0.6990000009536743,,,5572.098241210937,5.605999946594238,0.936723
Kepler-77,0.9280000030994415,,,5548.134329087409,22.21750020980835,0.962439
HATS-71,,,,3494.4121765885416,41.720001220703125,1.103694
TOI-824,1.1109999418258667,,,4519.411229985119,1.3930000066757202,1.065545
TOI-540,1.5950000286102295,,,3208.8864819531245,0.6530063304720292,1.008035
TOI-1266,1.6380000114440918,,,3711.6612310069295,5.447500228881836,1.127214
TOI-421,0.7669999897480011,,,5393.6981947916665,,1.023682
NGTS-12,0.7039999961853027,,,5750.468517239584,,0.9852530107288361
GJ 3473,1.5,,,3606.038796975025,,1.063038
TOI-837,0.6225000023841858,,,5846.870156875,2.982800006866455,0.984824
EPIC 201170410,,,,3664.678883463542,,8.59000015258789
EPIC 201757695,1.2000000476837158,,,4453.081763221154,21.020000457763672,2.663913
TOI-954,0.7693333228429159,,,5564.55276896875,,1.0501665257492065
K2-329,0.8920000195503235,,,5197.94190765625,24.329999923706055,0.903286
TOI-481,0.7106666564941406,,,5750.722162615741,,1.0017154997615814
TOI-892,0.5480000078678131,,,6540.307018554688,,1.036427
TIC 237913194,0.6890000104904175,,,5672.004179545815,,0.9126003322207134
TOI-122,1.534999966621399,,,3778.3059999999996,,1.165042
TOI-237,1.409999966621399,,,3550.042,,0.924762
WASP-186,0.48650000989437103,,,6364.9233087890625,,0.911326
WASP-187,0.5805000066757202,,,6003.128117675781,,0.858746
LP 714-47,1.440000057220459,,,3856.621236433095,,1.1505929976158142
TOI-942,0.9319999814033508,,,4953.211425071023,3.303999900817871,1.0893403400090536
TOI-251,0.6365000009536743,,,5742.37562109375,3.80649995803833,1.088034
HAT-P-68,1.2970000505447388,,,4356.097641210938,,0.995223
TOI-776,1.5049999952316284,,,3935.414285714286,,1.1192839928474427
TOI-561,0.652999997138977,,,5237.025318001824,0.44699999690055847,1.1848730047683715
TOI-564,0.6899999976158142,,,5650.445768974766,,1.1150269968210855
TOI-905,0.8040000200271606,,,5290.733645543981,,1.070915
TOI-451,0.8136666615804037,,,5485.537071449339,4.334600114822388,0.9381683296775818
NGTS-13,0.7149999737739563,,,5835.738582401315,,0.9349903280881247
HD 110113,0.6806000113487244,,,5774.507503255209,2.5409998893737793,1.058119982357025
Kepler-295,0.8465000092983246,,,5193.42862510566,31.5,0.9888504904632569
TOI-178,1.1460000276565552,,,4339.2673628264765,2.5764999389648438,1.364955976158142
Kepler-839,0.7269999980926514,,,5978.661538541667,14.505000114440918,1.048398
HD 183579,0.6359999861036029,,,5789.254393489583,8.600000381469727,0.952845
NGTS-14 A,0.8560000061988831,,,5228.614818181817,,0.872919
HD 110082,0.5410000085830688,,0.09000000357627869,6293.906640066964,2.2244999408721924,1.078703
TOI-628,0.5794999897480011,,,6038.538198486328,,0.957556
TOI-640,0.49699999392032623,,,6300.359883671876,,0.951912
TOI-1333,0.4729999899864197,,,6569.4102421874995,5.2829,1.037568
TOI-1478,0.6949999928474426,,,5632.266093294271,,0.907506
TOI-1601,0.6879999935626984,,,5900.511333333333,,1.1642659852180481
TOI-201,0.5289999842643738,,,6213.063183270191,,1.0645250119209289
Kepler-838,0.7789999842643738,,,5671.7382970735825,29.559999465942383,1.0927594809265138
TOI-519,,,,3491.2729066666666,,1.128765
NGTS-15,0.7319999933242798,,,5588.891699999999,,1.027982
NGTS-16,0.7760000228881836,,,5478.7344,,1.109099
NGTS-17,0.7160000205039978,,,5711.814072727273,,1.087382
NGTS-18,0.781000018119812,,,5712.788818181818,,1.0244415023841857
LHS 1478,1.6670000553131104,,,3551.8749916138704,,1.067195
TOI-257,0.5829166489839553,,,6194.348155299831,14.8104,1.04785
HD 5278,0.518666684627533,,,6062.517868511285,,1.039526
Kepler-106,0.6290000081062317,,,5774.266754821135,26.753625019073485,0.997802
Kepler-837,,,,5434.212544321722,19.59500026702881,1.0046415047683714
TOI-269,1.5850000381469727,,,3641.990625,,1.135417
TOI-220,0.8089999854564667,,,5202.581168271883,,1.1121956781107585
TOI-1444,0.6289999932050705,,,5567.880843191964,0.4699999988079071,0.938467
Kepler-1749,1.375,,,4019.960629367477,25.1440003712972,1.0639609856948853
TOI-1231,1.437999963760376,,,3705.399729765625,,0.975759
HD 152843,0.5529999732971191,,,6234.763463671876,,0.982998
Kepler-836,0.7540000081062317,,,5790.526435435015,68.3499984741211,1.0515659860127766
WASP-110,0.5540000200271606,,,5403.7000167410715,,0.963664
TOI-674,1.5390000343322754,,,3589.054880514288,52.0,1.469716
TOI-1685,1.5010000467300415,,,3509.1916556295077,0.3345000147819519,1.1758274737739562
TOI-1260,1.3700000047683716,,,4284.815071614584,,1.075392
Kepler-835,,,,5793.688168295676,24.68000030517578,0.9372545143051147
TOI-1634,1.5379999876022339,,,3532.0867350549765,38.99450001120567,1.13723
TOI-1259 A,1.0080000162124634,,,4698.975993106617,,0.9813540014305115
TOI-1807,0.9983333150545756,,104.0,4673.896974243165,4.364599943161011,1.008894006198883
TOI-2076,0.8349999785423279,,89.4000015258789,4968.805710728721,5.429999828338623,0.9906030095367432
Kepler-834,1.1950000524520874,,,4182.65829058758,33.36333338419596,1.0481149809265138
HAT-P-58,0.718999981880188,,,5809.425567243304,,1.634592
HAT-P-59,0.6980000138282776,,,5601.214967578125,,0.8803309933242798
HAT-P-60,0.585999995470047,,,6337.093948784723,,0.998035
HAT-P-61,0.8519999980926514,,,5388.185340178572,,0.88479
HAT-P-62,0.9350000023841858,,,5437.064755709134,,1.013858
HAT-P-63,0.9879999756813049,,,5175.89975,,1.193548
HAT-P-64,0.675000011920929,,,6184.601276923077,,1.000015490940094
TOI-1749,1.2910000085830688,,,3736.2224427941132,3.440500020980835,1.0664759856948853
Kepler-833,1.274999976158142,,,4227.3353686383925,29.36900011698405,0.90021
TOI-1062,0.7989999949932098,,,5238.559585259132,4.11299991607666,0.9402044976158143
TOI-1278,1.468999981880188,,,3874.0744167447915,,1.184952
Kepler-832,,,,5741.405033420138,54.880001068115234,0.989369
TOI-2406,,,,3518.803243896484,,1.077286
TOI-532,1.444000005722046,,,3989.9189747070313,,1.109833
TOI-431,1.0462857035228184,,,4829.780622985197,2.66949999332428,1.1663995057220458
TOI-2202,0.9139999747276306,,,5038.647012207031,,1.405672
K2-350,0.6890000104904175,,,5503.778440324891,26.469999313354492,1.0553844904632568
K2-353,0.7239999771118164,,,5532.892287991898,,1.01107
TOI-1518,0.4240000049273173,,,7753.009210980903,,0.961055
TIC 172900988 Aa,0.6233333349227905,,,5953.872047720246,,0.9311635145435333
K2-355,0.7379999756813049,,,5569.57695131392,,0.9663760083446503
K2-356,0.7549999952316284,,,5499.058751625,15.520000457763672,1.0019335123977662
K2-357,0.7409999966621399,,,5666.8378652343745,,0.9989974861717225
K2-358,0.7260000109672546,,,5514.7706729959245,,0.990763
TOI-1201,,,,3687.1949999999997,10.5,1.067715
GPX-1,0.46700000762939453,,,7366.25,,0.867717
TOI-558,0.5014999955892563,,,6448.438236243207,,0.8625543201408385
TOI-559,0.6080000102519989,,,5905.535159197443,,1.116455517642975
TIC 257060897,0.5550000071525574,,,6034.251606510416,,0.9450240073909759
TOI-1431,0.3215000003576279,,,7548.777235351563,,0.927987
TOI-530,1.3049999475479126,,,3807.941160464638,,1.153873
Kepler-1748,,,,5328.490436820221,52.65999984741211,1.0387079856948853
TOI-1789,0.4064999893307686,,,5975.956174381511,,0.9807170069141388
TOI-1296,0.9470000267028809,,,5521.496405133929,,0.94359
TOI-1298,0.7089999914169312,,,5675.471700742188,,0.8228975133514405
HD 63935,,,,5530.828380078125,,1.070724
TOI-3362,0.47199998795986176,,,6534.263020926339,,0.960989
EPIC 201427007,0.7419999837875366,,,5200.068994933602,,1.0540625000000001
EPIC 220492298,0.8830000162124634,,,5415.462921701271,,1.025126
TOI-2285,1.503000020980835,,,3695.758333333333,9.09000015258789,1.061885
LHS 1678,,,,3698.206234736592,,1.088173
Kepler-294,0.7926666736602783,,,5497.7153734098265,24.073200035095216,0.969502989271164
HIP 97166,0.8534285596438816,,,5166.528683240927,10.288999557495117,0.9986819969005585
Kepler-1747,,,,5098.440843567086,23.780000686645508,1.0235195
TOI-2257,1.437000036239624,,,3548.1514285714284,14.076000213623047,1.198269
HD 207897,,,,5084.365219531251,,0.9325699887943268
HD 137496,0.7803333401679993,,,5753.711108794842,,1.0024980127156575
K2-388,0.8450000286102295,,,5288.771089409722,,1.130509
K2-389,0.6650000214576721,,,5385.453129857256,,1.0386656371027627
K2-390,0.7429999709129333,,,5200.625879315982,,0.9854876700045269
K2-391,0.8169999718666077,,,5051.979972698927,,0.948080685740153
K2-392,0.6809999942779541,,,5380.979854820588,,1.166406523841858
Kepler-1990,,,,5803.1901592187505,43.70000076293945,0.876561
K2-370,0.6889999806880951,,,5576.943318624999,9.813607847112717,1.083811
K2-395,1.2630000114440918,,,4842.823888888889,,1.032774
K2-396,0.9269999861717224,,,5410.869245793269,,1.031408
K2-397,0.7590000033378601,,,5430.289523858173,,0.807204
Kepler-826,,,,5916.396262329837,28.5,1.0697260214576723
K2-398,0.5889999866485596,,,5944.573356487772,,1.109935
K2-400,1.628999948501587,,,3755.6046153846155,,1.053438
K2-401,1.215000033378601,,,4225.010106348468,14.5600004196167,1.1407310166893005
Kepler-825,,,,6013.730313712284,20.649999618530273,1.092976
K2-402,0.609000027179718,,,5715.90978203125,,0.9598605126361848
K2-403,0.7229999899864197,,,5465.3161024305555,24.829999923706055,0.938583
K2-404,1.4179999828338623,,,4167.39342015625,37.30333455403646,1.088987
Kepler-824,,,,5959.7135637300535,16.449999809265137,0.977585
K2-405,0.9549999833106995,,,4629.150129942194,23.440000534057617,1.133159476158142
K2-406,0.734333336353302,,,5773.015776968749,,1.0796640252723693
Kepler-823,,,,5629.114408504857,29.020000457763672,1.037114
K2-407,0.7739999890327454,,,5417.428360821167,,1.016677361943563
Kepler-822,0.5709999799728394,,,5723.1887701704545,60.45000076293945,0.957439
K2-408,0.7689999938011169,,,5373.265628660463,,1.017708011920929
Kepler-821,0.9150000214576721,,,5001.584321393982,30.91433302561442,0.9440715035762787
K2-409,0.781000018119812,,,5604.79463030134,,0.9969905228881836
K2-374,0.6079999804496765,,,5794.322553559028,6.90912,0.9995445069141388
Kepler-58,,,,5722.792325159801,22.8700008392334,1.001772
K2-376,0.6525000035762787,,,5928.075380859375,,0.986983
Kepler-498,0.8529999852180481,,,5764.318907068452,31.36687446594238,0.993599
Kepler-820,,,,6087.95274894199,4.279999828338623,1.0452884713897705
GJ 367,1.465000033378601,,,3673.839819948864,,1.107968
TOI-2109,0.4440000057220459,,,6581.772681818183,,1.004267
TOI-1842,0.6100000143051147,,,6064.38913389757,,0.8675299966621399
HATS-74 A,,,,3611.7591666666667,,1.146726
HATS-75,1.3609999418258667,,,3722.800714285714,35.0435,1.088692
HATS-76,,,,4060.21626015625,,1.014759
HATS-77,1.3619999885559082,,,4196.162646514423,,1.019923
Kepler-1708,0.7250000238418579,,,5843.638395117187,,1.025618
Kepler-1705,,,,6219.4366319247165,3.190000057220459,0.994392
Kepler-288,,,,5630.089570516304,22.975000381469727,1.051809
TOI-2180,0.7149999737739563,,,5707.209278053977,,1.014872
TOI-1064,0.949999988079071,,,4695.256459023438,,1.1216219965031942
TOI-2184,0.6470000147819519,,,5592.391925939384,,0.9302000095367431
TOI-1268,0.8535000085830688,,,5169.624690269887,,0.9010535054836273
TOI-2337,1.034999966621399,,,4600.271523084278,,1.0387064761581422
Kepler-819,0.8500000238418579,,,5175.848032413195,28.682222887660433,1.026104
TOI-4329,0.8320000171661377,,,5521.200012207031,,1.033342
TOI-2669,1.0160000324249268,,,4858.375943321116,,0.86068
TOI-206,1.6080000400543213,,,3266.4437121991264,,1.2789950286102294
TOI-500,1.1449999809265137,,,4511.168363636363,,1.012464
TOI-544,1.2269999980926514,,,4373.993797433036,,1.057617
TOI-833,1.406999945640564,,0.0,3954.8353333333334,,0.835345
TOI-1075,1.4190000295639038,,,3994.4221738335787,,1.3156459833106995
TOI-1411,1.3910000324249268,,,4153.607426136365,,0.998236
TOI-1442,,,,3623.952857142857,,1.2656085166893005
TOI-1860,0.6700769214996924,-4.349999904632568,0.166,5618.659943195565,3.9533332188924155,0.995739
TOI-2260,0.7490000128746033,,,5469.84264622962,8.332499980926514,1.1019
TOI-2411,1.0900000035762787,,,4211.175585297907,,1.2005915214576721
TOI-2427,1.3179999589920044,,,4137.414158528646,,1.157351
TOI-2445,1.5140000581741333,,,3334.671083120502,,1.1059545047683716
GJ 3929,1.6579999923706055,,,3542.6176543732277,,1.083249
TOI-1759,1.3619999885559082,,,3993.2287221516926,0.0,0.930505
WASP-189,0.19842857441731862,,,8200.167731711648,,0.926297
HD 73583,1.0852941211251652,,,4618.42955349169,,1.013508314259847
TOI-1670,0.5294999778270721,,,6076.414751387746,,1.1390540262260438
TOI-1227,,,513.0,3350.6596369654603,1.656499981880188,1.12317
Kepler-818,,,,5681.038528738839,23.559999465942383,1.129216
TOI-620,1.4259999990463257,,,3767.932857142857,,0.989459
Kepler-817,,,,5793.432164202009,26.06999969482422,0.996292
TOI-1246,0.8899999856948853,,,4990.402001457035,,0.9293000035762786
TOI-1696,,,,3572.422,,1.206313
TOI-2136,,,,3478.2877030506957,82.55999755859375,1.316751
HIP 94235,0.6013845938902634,,165.0,5969.439494276388,2.2076667149861655,1.0868930262260437
TOI-1710,0.6480000019073486,,,5728.388999819712,,1.006334
TOI-1181,0.7689999938011169,,,6091.9406298828135,1.0499999523162842,0.9216910040531159
TOI-1516,0.4309999942779541,,,6633.859707306985,,0.918246
TOI-2046,0.5609999895095825,,,6082.2157099264705,,1.121251
Gaia-1,0.7609999775886536,,,5534.880048749999,,1.067961
Gaia-2,0.7269999980926514,,,5711.065441452207,,1.048847
TOI-1107,0.5015000104904175,,,6383.4923673930925,,1.034074
HD 28109,0.6289999961853028,,,6081.558488286551,,1.018000998807907
Kepler-816,,,,4973.871769078947,30.765547857840403,0.964121
HD 260655,,,,3865.249723076923,,1.07954
TOI-3714,1.5829999446868896,,,3728.0653688964844,23.25,1.11983
TOI-3629,1.4529999494552612,,,3849.185476923077,,1.085319
TOI-4479,,,,3609.7802844350963,,1.133575
TOI-2081,1.5010000467300415,,,3807.837365025595,,1.070184
TOI-1272,0.9679999947547913,,,5001.8004873046875,,0.919771
TOI-5153,0.5059999823570251,,,6272.545855034722,,1.125673
NGTS-20,0.5445000231266022,,,6092.335839257813,,0.998755
TOI-1422,0.5499999821186066,,,5893.44125796274,,1.0391375019073488
CoRoT-35,1.1269999742507935,,,5383.792675000001,,0.851474
CoRoT-36,0.6230000257492065,,,6426.857142857143,,1.081749
HD 93963 A,0.5979999899864197,,,5890.120506510418,13.4318,0.966991
TOI-128,0.6613333225250244,,,5926.751668603516,,0.917656
TOI-139,1.1955000162124634,,,4446.407884012804,,0.9251364976158143
Kepler-1743,0.8500000238418579,,,5610.282249422968,29.200000762939453,0.9062270003178915
Kepler-18,1.2970000505447388,,,5217.436411584473,25.81333351135254,0.9890700143051148
Kepler-815,,,,5025.676094948684,,0.935602
GJ 3090,1.496500015258789,-4.428999900817871,,3736.3804347826085,18.0,1.044981
HD 18599,0.8825454452688045,-4.393999814987183,,5111.716584565033,7.767657684059143,1.0243290088214874
TOI-181,1.0290000438690186,,,4841.88683203125,,0.751432
Kepler-814,,,,6159.853195818183,,1.034900984264374
Kepler-1667,0.5400000214576721,,,5968.847253138707,66.30000305175781,0.9866599964237213
Kepler-813,,,,5738.012787359776,25.1200008392334,14.616984
Kepler-812,0.4880000054836273,,,6537.2186294128105,,1.0332425047683715
TOI-238,0.886000007390976,,,5026.76483921875,,0.9480110047683716
TOI-244,1.5379999876022339,,,3540.567724826429,53.29999923706055,1.341129
Kepler-811,,,,5702.539167522321,54.9900016784668,0.972856013589859
TOI-260,1.2760000228881836,,,4027.895460759943,,0.872808
TOI-261,0.5477000087499618,,,6036.153887475586,,1.203904
TOI-262,0.7879999876022339,,,5176.220826822916,,0.842176
HIP 8152,0.69200000166893,,,5688.3876237792965,,0.8748559916553498
Kepler-287,0.9470000267028809,,,5553.168396927083,25.514999389648438,1.017958
TOI-277,1.4709999561309814,,,3928.1020000000003,,1.022556
Kepler-286,,,,5556.374131808036,25.104999542236328,2.149455
TOI-286,0.789000004529953,,,4965.332502675038,,1.1055146790644328
Kepler-69,0.7950000166893005,,,5635.072817371763,81.91000366210938,1.0133820095367432
Kepler-285,0.9239999949932098,,,5260.3238014382105,26.6052001953125,1.083817
Kepler-810,,,,5719.076,19.170000076293945,0.978912
Kepler-809,0.7435000240802765,,,5586.717388930407,32.427917311172486,0.9226816700045267
TOI-329,0.7490000128746033,,,5635.671942862274,,1.0326224809265137
TOI-332,0.8389999866485596,,,5187.840211495536,,1.4609745195503234
Kepler-284,,,,5333.251930085785,21.59722991416931,1.033364
Kepler-808,1.1353333791097004,,,4531.362560619214,35.514750242233276,5.723223
Kepler-432,1.0210000276565552,,,4921.026689281749,,0.963674989271164
Kepler-283,1.2949999570846558,,,4365.960349999999,18.247333526611328,1.133818
Kepler-463,0.7590000033378601,,,5663.950841274039,26.035510076293946,1.065139
TOI-406,1.4639999866485596,,,3676.551171769872,,1.209006
HD 22946,0.5319999754428864,-4.909999847412109,,6150.593621875001,,1.007155
TOI-444,0.8803999900817872,,,5143.474117243303,6.678666591644287,1.0982109718666075
HD 15906,0.8730000257492065,,,4794.781951171875,,1.0422904752044677
HD 42813,0.7901666760444641,-5.066999912261963,,5378.4618961397055,,1.08973
TOI-470,0.8790000081062317,,,5185.747353018466,,1.053083
TOI-480,0.5372999846935272,,,6220.8815469482415,,1.018163
HD 25463,0.3997999936342239,,,6339.450676070602,,1.089485
Kepler-806,0.698500007390976,,,5590.880248503595,72.66000366210938,0.8705174976158142
Kepler-805,0.5640000104904175,,,5994.955516034694,35.529998779296875,1.0205089952316284
Kepler-1742,0.890999972820282,,,5442.353439533635,34.186665852864586,1.0146389952316284
TOI-615,0.30799999833106995,,,6837.206813020834,,0.96483
TOI-622,0.5736666719118754,,,6515.519266835938,,0.906718
Kepler-804,0.8180000185966492,,,5669.494119074894,28.10666624704997,1.055541985694885
Kepler-282,0.5770000219345093,,,5578.7756986610175,57.599998474121094,1.0020155047683716
TOI-654,,,,3637.285714285714,,1.144865
TOI-663,1.5679999589920044,,,3800.585555555556,,1.02538
Kepler-1991,,,,5383.010478613615,9.619999885559082,0.9504305143051148
TOI-669,0.6890000104904175,,,5630.031141352515,,0.9726250074704487
Kepler-410 A,0.5193333228429159,,,6127.704909751991,20.766667048136394,1.0247295143051147
Kepler-803,0.7390000224113464,,,5838.877606369174,64.74879557128907,0.985688
Kepler-421,0.7590000033378601,,,5169.596052115305,381.0441996948242,1.8537070166893006
Kepler-802,0.8414999842643738,,,5333.358665116224,27.285000483194988,0.9553790143051147
TOI-712,1.1455000042915344,,,4439.871451372759,,1.0134880047683716
TOI-715,1.8960000276565552,,,3397.5291666666667,,1.169933
Kepler-57,0.917000025510788,,,5126.8230412236735,30.441555235120987,0.9756959952316284
TOI-733,0.6184999942779541,,,5749.5808815625,,0.866478
TOI-757,0.7413333257039388,,,5325.619022507441,14.1864,0.9216144973773956
TOI-762 A,1.781000018119812,,,3592.3181085286456,,1.029379
TOI-771,,,,3483.6984615384617,,1.166857
TOI-778,0.3526666710774104,,,6794.922152285585,2.5309998989105225,1.0137390166893006
Kepler-801,1.2366666793823242,,,4214.227634355423,29.77499993642171,0.9649690095367431
TOI-782,1.5290000438690186,,,3555.549766534415,,1.187852
HD 307842,0.7476666768391927,,,5661.185576835937,,0.990768
Kepler-800,0.8870000243186951,,,5208.087509446024,36.779998779296875,0.9806725047683715
Kepler-799,0.8679999709129333,,,5765.833967715993,32.08000183105469,0.929156
TOI-836,1.1729999780654907,,,4317.61090204327,,1.0361645038146974
TOI-858 B,,,,5821.893694878472,,1.0001839952316285
Kepler-281,,,,5440.682430445076,58.119998931884766,0.998192
TOI-871,0.8989999890327454,,,4927.200596026808,,1.0203093481152852
KOI-1257,0.9629999995231628,,,5374.972014761513,86.17882954223633,12.030386
TOI-880,0.9054999947547913,,,4978.986752604166,,1.019878
Kepler-115,0.7950000166893005,,,5984.172393861607,45.80522095504761,0.99135
TOI-904,1.343000054359436,,,3880.0716666666667,,1.018308
TOI-907,0.49699997901916504,,,6147.334638578868,,1.092283
TOI-908,0.6584999859333038,,,5608.582311175326,,0.8119219845822653
LHS 475,,,,3666.072,,1.115883
TOI-913,0.9469999969005585,,,4993.713946427663,,1.0724859952316286
TOI-969,1.2419999837875366,,,4379.296374098558,,1.379243
Kepler-798,0.7099999785423279,,,5924.599950797,81.91999816894531,1.0033444940395355
Kepler-56,1.1970000267028809,,,4784.371688096253,,0.9507585047683715
Kepler-280,0.7400000095367432,,,5465.341138017127,23.666666348775227,0.9772409904632569
TOI-1052,0.6179999709129333,,,5992.672245903378,,1.0950614809265136
Kepler-797,0.8849999904632568,,,5561.741014773818,30.890000343322754,1.0572659713897705
HD 109833,0.6427999854087829,,,5898.723293931098,5.0,0.9688525131130219
Kepler-279,,,,6595.41823396875,3.240000009536743,0.910459
TOI-1135,0.5842000007629394,,,5993.59888125,5.24399995803833,1.063372
TOI-1136,0.6480000019073486,,,5731.597829657452,8.352666854858398,1.047201
TOI-1173,0.6924999952316284,,,5349.472121710526,,0.87057
TOI-1174,0.8813333312670389,,,5082.308115998641,,1.013119
TOI-1180,1.1790000200271606,,,4710.373394701087,,1.0218764923706054
TOI-1184,1.0440000295639038,,,4413.56024676214,,1.080503021457672
TOI-1194,0.7599999904632568,,,5342.413427246093,,1.005558995470047
TOI-1199,0.6270000040531158,,,5638.5669140625005,,1.073036
Kepler-44,,,,5658.244843845274,44.68000030517578,0.97339
TOI-1221,0.7515000104904175,,,5431.196172686815,,1.1082360071525574
HD 56414,0.2382500059902668,,,7911.673979535217,,0.9516560131130218
TOI-1244,1.1139999628067017,,,4436.1775540416875,,0.9638863199818929
HD 135694,,,,5712.809300000001,,1.084239
TOI-1248,0.8199999928474426,,,5006.69004408571,,0.9572134988079071
TOI-1249,0.8434999883174896,,,5465.853561860796,,0.9255530033378601
TOI-1269,0.7179999947547913,,,5288.055036795707,,0.8466379880790711
TOI-1279,0.6480000019073486,,,5446.828968250441,,0.892149
Kepler-796,1.218000054359436,,,5199.409516078592,37.41999969482422,1.0113379713897706
TOI-1288,0.8845000267028809,,,5659.306775607639,,1.057915
TOI-1294,0.8420000076293945,,,5686.335179319853,,0.9377199988079071
