hostname,bv,rhk,li,teff,prot,ruwe
Kepler-1033,0.8500000238418579,,,5460.419958687502,28.690000534057617,0.9001665035762787
Kepler-953,0.8349999785423279,,,5452.814145125134,,11.826137954223631
Kepler-349,0.7366666595141093,,,5719.909776440494,7.777800035476685,0.990142489271164
Kepler-1784,1.0145000219345093,,,5462.62664137931,21.743499755859375,0.975864
Kepler-1768,0.636000007390976,,,5879.2567172098215,8.06333335240682,0.949181
Kepler-37,0.7113333344459534,,,5240.711888956312,24.858334223429363,0.922046324432373
Kepler-330,1.0160000324249268,,,4995.618710100446,42.78499984741211,1.054616
Kepler-1003,0.6010000109672546,,,5852.387776497396,79.37999725341797,1.020391
Kepler-1055,0.7433333396911621,,,5642.49458007909,11.825091015208852,0.903792
Kepler-1008,0.972000002861023,,,5028.229399987599,21.06171417236328,1.031365
Kepler-1045,0.800000011920929,,,5130.706814283774,21.207999420166015,0.9871430047683716
Kepler-983,0.6134999990463257,,,5866.0954586814105,12.150000095367432,6.673619228881836
Kepler-980,0.6510000228881836,,,5753.9357294312,24.01833375295003,0.9347185035762786
Kepler-127,0.6050000190734863,,,6028.5448607023445,9.966000027126736,0.7946284892711639
Kepler-329,1.3599999745686848,,,4328.249344108072,36.234913485921226,1.069346
Kepler-1674,0.7194999754428864,,,5409.198476026679,26.155143192836217,0.9643070095367432
Kepler-1039,1.237500011920929,,,4698.047593349359,35.4539999961853,0.93821
Kepler-1018,,,,5398.568134533758,38.380001068115234,1.0033085143051146
Kepler-335,,,,5812.019712096525,14.016666730244955,0.9552449892711639
Kepler-1779,0.8136666615804037,,,5708.408909301757,12.621500253677368,0.934415
Kepler-1030,0.9916666746139526,,,4813.565879629679,25.467333157857258,0.9878359999999999
Kepler-1058,,,,4410.365416929997,40.91999816894531,3.206140942779541
Kepler-1007,1.225000023841858,,,4354.29097206517,17.88766638437907,11.611861038146973
Kepler-1016,0.6869999766349792,,,5599.934597221489,14.09000015258789,0.9740944952316284
Kepler-345,1.225000023841858,,,4397.668938596843,13.035800170898437,8.02283002861023
Kepler-958,0.8300000031789144,,,5360.301832640227,17.921588186157226,1.0631039856948852
Kepler-326,0.91866668065389,,,5044.525256967125,9.639000058174133,3.560542957084656
Kepler-352,0.8756666580835978,,,5128.683121171875,16.018444379170734,1.080595
Kepler-346,0.7250000238418579,,,5545.87752334952,22.00759963989258,1.028712476158142
Kepler-987,0.6839999953905741,,,5550.7218805093935,18.459500789642334,0.9945999952316285
Kepler-999,0.6859999895095825,,,6107.057769780835,7.544500052928925,0.9943990095367432
Kepler-962,0.7683333357175192,,,5331.783677307477,12.779111120435926,0.9427835035762787
Kepler-344,0.7710000276565552,,,5432.696279904461,47.630001068115234,1.0281719904632567
Kepler-1020,0.8960000276565552,,,5097.606956769702,32.99499988555908,0.9911704904632568
Kepler-984,0.778333326180776,,,5575.476321163713,26.3926861092631,0.904506
Kepler-479,,,,5163.410286990366,41.52666791280111,1.0404149952316284
Kepler-1012,0.7940000096956888,,,5379.892402194688,21.692181673916902,1.0844524713897705
Kepler-949,0.9643333156903585,,,5127.851380580357,22.20775516878995,0.974134
Kepler-979,0.8980000019073486,,,5186.802718156249,24.65711245788574,0.999106
Kepler-1996,1.159999966621399,,,4506.407155950642,38.34199905395508,1.0490099904632568
Kepler-982,0.492000013589859,,,6162.466802285264,46.695000648498535,1.2085846844685872
Kepler-1044,0.7045000195503235,,,5785.2139604116,14.810400009155273,1.0860990166893005
Kepler-66,0.6899999976158142,,,5766.688325045889,10.97265542393611,1.073241485694885
Kepler-1052,0.719000001748403,,,5623.0088679351275,15.186711714144622,0.983182
Kepler-93,0.7296666701634725,,,5576.9354779281475,33.8712936130778,0.9644004928474427
Kepler-960,1.0850000381469727,,,4752.4215687926135,17.07288592828369,1.097861
Kepler-976,1.0479999780654907,,,4932.589281765044,20.040000915527344,1.0123015095367431
Kepler-342,,,,6118.152256694017,9.569999853769938,1.0165804713897706
Kepler-318,0.7210000157356262,,,6007.952824663461,7.615301029754638,0.993707
Kepler-409,0.817308340611023,,,5341.455337228927,32.015000343322754,0.9272470143051148
Kepler-1011,0.8949999809265137,,,5289.2619703125,17.111999988555908,1.030174
Kepler-990,0.7509999871253967,,,5642.290633051659,28.041428429739817,1.043013
Kepler-1056,,,,5848.06434778054,30.887804389648437,1.086308
Kepler-493,0.6600000262260437,,,6217.214575757576,3.0459999442100525,0.987966
KOI-1783,0.6269999742507935,,,5836.3315786848125,103.30640076293945,0.8977604892711639
Kepler-1022,1.2833333412806194,,,4314.713737276786,18.59499994913737,1.006791
Kepler-1046,0.6110000014305115,,,5940.063107700893,10.13688882191976,5.379385
Kepler-1000,0.42100000381469727,,,6317.54457639899,61.8490650333786,0.9775590083446503
Kepler-1776,0.5709999799728394,,,5992.099678810307,15.609999656677246,1.057331
Kepler-1677,0.593999981880188,,,6054.189459868421,13.541666507720947,1.052373
Kepler-473,,,,5604.238413950882,56.09000015258789,1.0044119952316284
Kepler-334,0.5925000011920929,,,5723.067265253329,15.613749742507935,1.0423889713897705
Kepler-337,0.7110000252723694,,,5595.864896006649,22.149999618530273,0.9881564809265136
Kepler-1037,0.8539999922116598,,,5041.329980533855,11.844500064849854,1.153883
Kepler-989,0.9200000166893005,,,5054.818194255516,29.78833155064174,1.041684
Kepler-1019,1.2450000047683716,,,4311.047418322523,22.809666633605957,0.995682
Kepler-332,0.925000011920929,,,4822.619241194327,23.619142259870255,0.9913329952316284
Kepler-497,,,,5568.5135960937505,,1.077684
Kepler-994,1.3919999599456787,,,3873.93805676957,19.05285726274763,1.1058005071525574
Kepler-1043,,,,5733.116893024554,46.58000183105469,0.9371100002384185
Kepler-992,0.9460000197092692,,,4894.22231389036,25.81514276776995,0.950246
Kepler-981,0.7036666671435038,,,5569.3158431458305,12.995575815368653,0.9974803113988241
Kepler-1049,1.3883333603541057,,,3845.4838639316895,28.639375131607054,1.0175274952316284
Kepler-969,0.831000010172526,,,5153.476745064423,17.967999839782713,1.0558039952316283
Kepler-954,1.0706666906674702,,,4837.1473026600515,11.540471227111816,0.9015715143051147
Kepler-1709,0.6470000147819519,,,5831.5376792108345,16.64880027770996,0.861135658560435
Kepler-1040,0.6899999976158142,,,5695.56161046627,35.356854449740325,1.088889
Kepler-447,0.7100000083446503,,,5453.733923416281,6.614699990675184,0.9928963257039388
Kepler-1050,0.660999983549118,,,5855.428278269231,15.081835946594236,0.841465
Kepler-1001,0.7350000143051147,,,5512.0765954483695,19.380250215530396,1.033488
Kepler-1673,0.6100000143051147,,,5984.688071900201,11.383599853515625,0.9584609947547913
Kepler-957,0.9493333498636881,,,4853.9259827579945,4.7920683778381346,1.010598
Kepler-1771,0.7360000014305115,,,5729.862829908288,26.99066670735677,12.113831
Kepler-956,0.6299999952316284,,,5893.0142668573935,13.672000018033115,1.025514
Kepler-998,0.8999999761581421,,,5690.798834817423,57.86000061035156,0.9924423306312561
Kepler-347,0.6269999742507935,,,5810.196488392857,55.63999938964844,1.0458909771118163
Kepler-411,1.0049999952316284,,,4792.151470727163,10.437981716918944,0.9678123276112874
Kepler-45,1.399999976158142,,,3827.841365584502,15.757143020629883,1.0069824952316284
Kepler-324,,,,5121.110624916888,13.890000343322754,1.038549
Kepler-1041,0.6489999890327454,,,5782.734121146577,38.92382007629394,0.9572830035762787
Kepler-991,,,,4266.950938524539,26.979999542236328,1.0510079952316285
Kepler-1023,0.8040000200271606,,,5328.283076240809,60.389384694824216,0.998453
Kepler-1028,,,,5514.624188802083,90.63999938964844,0.993636
Kepler-1004,1.1660000085830688,,,4860.1302697754345,,1.0338879904632567
Kepler-325,0.7243333458900452,,,5464.809691356647,16.37465382224343,0.984441
Kepler-997,0.5109999775886536,,,5991.865310346271,11.556249856948853,0.9172909976158142
Kepler-973,0.8229999939600626,,,5169.02393271821,25.298571177891322,3.509291
Kepler-1036,0.7726666529973348,,,5378.443111409894,31.02007365023526,1.021486489271164
Kepler-968,1.1749999523162842,,,4322.809897435897,9.748566756947836,1.083292
Kepler-966,0.7179999947547913,,,5453.853767397039,78.11380977111816,0.9585675047683716
Kepler-1061,0.5006666680177053,,,5884.712728438274,9.6725455197421,0.9883859723434448
Kepler-1047,0.3959999978542328,,,5632.533314091436,27.3000005086263,1.06087
Kepler-188,0.8330000042915344,,,5742.956657145088,53.87884979654948,1.040309
Kepler-1062,1.2245000004768372,,,4441.772672092014,14.830874433942522,1.077496
Kepler-1063,,,,5533.505990103168,33.75000047683716,3.8981675381469727
Kepler-1112,,,,6443.934014623397,3.7949999570846558,1.026337
Kepler-1681,0.7509999871253967,,,5511.712943341619,21.729249715805054,9.859459
Kepler-91,1.3109999895095825,,,4548.138049006199,,1.0435340214576723
Kepler-1113,,,,5804.165259461805,35.594099633789064,1.026741
Kepler-361,0.5540000200271606,,,6040.53003,8.719999837875367,1.008042
Kepler-1114,0.9419999718666077,,,5342.997219942434,18.836666425069172,1.018549
Kepler-1115,0.09799999929964542,,,10177.73953248106,,1.048228
Kepler-1116,0.8899999856948853,,,5572.452613196121,46.745001792907715,0.964119
Kepler-1117,0.7840000092983246,,,5413.719887883772,29.981429236275808,0.935216
Kepler-1118,0.8240000009536743,,,5373.204596209491,42.189998626708984,1.311622
Kepler-1119,0.8679999709129333,,,5924.281923076924,15.4399995803833,1.045908
Kepler-1120,0.9950000047683716,,,4785.561382643127,28.925600051879883,1.0964880166893005
Kepler-362,0.5669999718666077,,,5653.863393350694,12.90999984741211,2.548507
Kepler-363,0.9070000052452087,,,5588.677624493292,39.5533332824707,0.955108
Kepler-1121,0.5730000138282776,,,6106.212628246363,7.431111070844862,0.8857924976158142
Kepler-1979,0.7300000190734863,,,5597.072508860909,17.88457134791783,1.0108004988079071
Kepler-1786,,,,5722.3623059706415,11.713333447774252,1.0608320047683715
Kepler-1122,0.8429999947547913,,,5356.908986425452,27.850000381469727,1.0260684856948852
Kepler-364,,,,6180.857948791504,45.5,1.0253660021457671
Kepler-1799,0.8550000190734863,,,5629.9808961226845,33.650001525878906,1.009564
Kepler-1123,0.7039999961853027,,,5228.798910570207,27.270000457763672,0.9894560095367432
Kepler-1124,1.4299999475479126,,,3680.764361187151,28.13966687520345,1.0400679856948853
Kepler-1800,0.8349999785423279,,,5292.643335772631,50.70000076293945,1.0068704856948854
Kepler-1125,0.7239999771118164,,,5764.254097111742,,1.922069
Kepler-1068,0.7275000214576721,,,5735.820114007994,17.653599739074707,1.116696
Kepler-1126,0.6919999718666077,,,5661.071457671947,31.559999465942383,0.9456225095367432
Kepler-365,0.7409999966621399,,,5483.991713282686,29.313334147135418,1.6399999856948853
Kepler-1127,0.6079999804496765,,,5269.116735385013,28.860000610351562,0.989931
Kepler-427,0.7099999785423279,,,5896.334465992647,32.015495839233395,1.056854
Kepler-1128,0.8299999833106995,,,5336.2047119140625,19.404499769210815,0.990124
Kepler-1129,0.6600000262260437,,,5573.99494777326,10.658999919891357,1.0194374904632568
Kepler-366,0.699999988079071,,,5881.850133910638,57.9900016784668,2.0252183123524983
Kepler-1130,0.8193333148956299,,,5252.292636997812,26.829600143432618,1.0167416371027629
Kepler-354,1.0509999990463257,,,4591.669621621622,28.32800006866455,1.037261
Kepler-1131,0.718666652838389,,,5644.002025998708,11.130500197410583,1.012611990463257
Kepler-1801,0.7799999713897705,,,5567.749486822916,11.511750102043152,0.986655
Kepler-368,0.9190000295639038,,,5424.597707763672,27.00800018310547,0.927472
Kepler-1132,0.8100000023841858,,,5171.2071705882345,24.511666933695476,0.973609
Kepler-369,1.4700000286102295,,,3707.091219512195,17.05425160949707,16.040265
Kepler-1133,0.7216666539510092,,,5319.973824068574,27.516000270843506,0.9591180143051148
Kepler-1069,0.9559999704360962,,,5618.504148976293,16.799999237060547,1.0347684854564667
Kepler-1804,0.9539999961853027,,,4972.631972252156,11.213749885559082,1.054926
Kepler-1134,,,,5316.315838641827,48.58000183105469,1.074962
Kepler-462,0.335999995470047,,,7380.415083991623,,0.9010004868869781
Kepler-1135,0.8949999809265137,,,5516.120767076453,29.520000457763672,1.0057330069936117
Kepler-1070,0.5569999814033508,,,6175.379739900568,10.634666601816813,1.067753
Kepler-1805,1.4510000348091125,,,3868.804145703125,17.718499781799316,1.099064
Kepler-478,0.8949999809265137,,,5058.895413956463,28.691951792480467,16.44758170980835
Kepler-1136,1.1895000338554382,,,4351.072734259908,30.40049982070923,0.9869675047683716
Kepler-371,,,,5706.680176374978,148.5800018310547,0.9335035035762786
Kepler-372,,,,6207.054270674543,43.70000076293945,1.0859830104904176
Kepler-1137,,,,6699.860718732245,,1.129026
Kepler-1806,0.8650000095367432,,,5142.948850911458,19.62166690826416,1.107223
Kepler-1138,0.7200000286102295,,,5521.570906456801,24.35057176862444,1.049939
Kepler-1071,0.8240000009536743,,,5014.335107704963,16.77566623687744,0.9542660095367432
Kepler-1139,0.8449999988079071,,,5137.687231640071,26.67199969291687,1.0307249952316284
Kepler-1807,,,,6295.924986440971,71.69000244140625,1.115423
Kepler-1140,,,,4853.630942689732,5.71999979019165,0.991213
Kepler-1141,0.7400000095367432,,,5733.297388467262,20.571249961853027,0.9328220021457672
Kepler-1142,0.8140000104904175,,,5518.279624288194,56.290000915527344,1.035621
Kepler-1143,0.9549999833106995,,,4795.89949522261,23.376999855041504,0.9866875047683716
Kepler-1072,0.7110000252723694,,,5923.7428700087685,12.1899995803833,1.012691
Kepler-490,,,,5964.126395964457,30.28935068664551,0.9818929952316284
Kepler-1144,,,,5566.469447337487,80.7699966430664,0.937361989271164
Kepler-1145,0.9419999718666077,,,5073.42825,37.01499938964844,0.966193
Kepler-1146,1.0950000286102295,,,4592.743700064787,34.77200012207031,0.9737490047683716
Kepler-1808,,,,5357.063101460733,23.712499618530273,0.9705415143051148
Kepler-373,0.5805000215768814,,,5621.252318733378,28.679999923706056,0.959986
Kepler-1809,1.1069999933242798,,,4956.973534265351,41.65299924214681,1.094048
Kepler-374,0.5860000252723694,,,5583.189235286188,2.75,0.9487879892711639
Kepler-1147,0.7900000214576721,,,5640.1472251254645,27.55500030517578,0.9146225035762787
Kepler-1148,0.9849999944368998,,,4949.3425,16.79959945678711,1.082424
Kepler-1149,0.7170000076293945,,,5554.888667658726,39.11000061035156,1.2387854952316284
Kepler-1150,1.1150000095367432,,,4606.153861035361,16.052249908447266,1.0013059952316286
Kepler-1151,0.890999972820282,,,5450.608072311046,49.433920610351564,0.945732
Kepler-1682,0.5799999833106995,,,5621.61416236413,15.404250025749207,0.992266
Kepler-114,1.1459999879201253,,,4363.262679189436,34.71959915161133,0.9735329904632568
Kepler-1064,,,,5013.9152389067385,49.439998626708984,
Kepler-355,0.4269999861717224,,,5881.540281302084,27.780000686645508,1.015841
Kepler-1810,,,,5389.727836757776,20.8799991607666,0.98739
Kepler-375,,,,5456.388853277422,35.42316530517578,1.0069164952316285
Kepler-1811,0.6899999976158142,,,5750.175699832589,31.062499523162842,1.051435
Kepler-481,0.7519999742507935,,,5701.636243085938,55.38999938964844,1.167683
Kepler-1812,,,,5883.880023493474,11.209999879201254,1.0168859952316285
Kepler-1153,0.7950000166893005,,,5260.937110777731,15.898571150643486,1.0374694952316283
Kepler-1154,,,,6036.444477264896,66.05999755859375,0.9573260083446502
Kepler-1155,0.7889999747276306,,,5800.881919102822,58.31999969482422,5.104693
Kepler-1156,0.6800000071525574,,,5649.457218996938,47.220001220703125,0.9635320104904176
Kepler-1157,1.1449999809265137,,,4492.26506578125,49.72000058492025,1.153947
TrES-2,0.6340000033378601,,,5752.990043971641,70.55000305175781,0.8759565119209289
Kepler-1813,0.9473333358764648,,,5176.390006510416,14.692999839782715,
Kepler-1814,,,,4900.428157091346,24.21000027656555,1.025126
Kepler-356,,,,6027.277007903186,10.15999984741211,1.057617498807907
Kepler-1158,0.6370000243186951,,,6039.085129970875,41.98499917984009,0.973974989271164
Kepler-1159,,,,5859.774474357068,81.7300033569336,1.0841349856948852
Kepler-1160,,,,5536.326559172454,20.829999923706055,0.890524
Kepler-1161,1.2799999713897705,,,4407.634133357558,21.920632328338623,0.927939
Kepler-1162,,,,5198.434588996505,29.6200008392334,1.0432405
Kepler-1815,0.8420000076293945,,,5465.601153846154,22.73457145690918,1.00105
Kepler-1163,0.45399999618530273,,,6122.094061759195,59.41999816894531,0.9806520095367431
Kepler-1164,0.875,,,5063.71278960481,11.298799896240235,0.9551825143051147
Kepler-1165,,,,5804.93213122722,32.09000015258789,0.9874503439826965
Kepler-1166,0.6880000233650208,,,5399.351931908702,29.862856728690012,0.869154
Kepler-1167,1.0199999809265137,,,4869.067571428571,27.915199279785156,0.9745
Kepler-1168,0.7039999961853027,,,4912.811682615069,55.19088333333334,1.0511829904632568
Kepler-1073,0.6140000224113464,,,5510.951411902574,53.27000045776367,1.059707
Kepler-1169,0.6489999890327454,,,5926.390740806202,12.53688907623291,0.9797690143051148
Kepler-1170,,,,5101.880203320312,32.65950083732605,1.022189
Kepler-79,0.5690000057220459,,,6148.332974034926,27.40150072479248,0.966185
Kepler-480,0.5199999809265137,,,6181.674283254447,26.479999542236328,1.0427695047683716
Kepler-1171,0.41667725052316285,,,7007.012835440523,,0.982889
Kepler-376,,,,5815.64826006355,114.66666920979817,1.061449976158142
Kepler-377,0.6439999938011169,,,5971.875272727272,52.2599983215332,0.986885
Kepler-1172,,,,5623.72707504196,13.05021999910593,1.003027
Kepler-1173,0.8765000104904175,,,4991.241309661229,35.934000396728514,0.9689220035762787
Kepler-1787,0.6749999821186066,,,5699.336346453007,19.374000004359655,0.9895499999999999
Kepler-1174,0.33899998664855957,,,5877.121116056744,81.27999877929688,1.042909
Kepler-12,,,,5982.426891382929,41.145986666666666,0.998481
Kepler-1175,0.7039999961853027,,,5371.582296701862,49.45000076293945,0.9639980035762787
Kepler-1176,0.7799999713897705,,,5553.083478515625,21.79795342234294,0.978548
Kepler-378,1.106000006198883,,,4605.827431057197,38.15566635131836,0.9532174856948852
Kepler-379,0.609000027179718,,,6093.876372214674,17.139999389648438,0.934752
Kepler-1816,0.8450000286102295,,,4929.259407368792,36.539999643961586,0.9494124940395355
Kepler-1817,0.8564999997615814,,,5331.482946149785,46.54999923706055,1.044406
Kepler-1074,1.4533333381017048,,,3898.694586135079,28.950889163547092,0.9287780131130219
Kepler-113,1.2719999551773071,,,4694.631970638021,36.15999984741211,1.096157
Kepler-1683,0.9754999577999115,,,5420.981727505387,25.89742878505162,1.007732
Kepler-1177,,,,5702.637460464015,79.43000030517578,1.064268
Kepler-1818,0.7590000033378601,,,5945.469588033667,32.2400016784668,0.977643
Kepler-1819,0.7099999785423279,,,5833.435446512276,17.203500270843506,0.982861
Kepler-1179,0.8600000143051147,,,5159.338477707122,28.203500032424927,1.060485
Kepler-1075,1.4450000524520874,,,3845.3646111170146,22.182666778564453,2.094996509536743
Kepler-1180,0.5320000052452087,,,6116.9189652944715,29.690000534057617,1.029696
Kepler-1181,0.6359999775886536,,,6361.768080915178,2.44266668955485,1.063877
Kepler-1182,,,,5776.152307142857,40.099998474121094,0.945965
Kepler-1820,0.7799999713897705,,,5676.792518024553,23.969143186296737,0.916491
Kepler-1183,,,,5613.1950355064655,23.53285973297119,1.130059
Kepler-1184,,,,6028.7257998263885,17.860000610351562,1.041703
Kepler-1821,0.7490000128746033,,,5454.89533154903,62.689998626708984,0.937250989271164
Kepler-1076,1.0770000219345093,,,4733.3390387354275,42.05500030517578,46.93000030517578
Kepler-1788,1.099999984105428,,,4726.447512978831,21.840332984924316,1.005524
Kepler-1065,,,,5591.14858891226,10.45199980054583,1.055184
Kepler-2001,0.9650000035762787,,,4964.021314285715,19.080249786376953,0.943982
Kepler-1077,0.5910000205039978,,,5637.007684457558,25.600000381469727,0.9379850095367432
Kepler-1078,0.593999981880188,,,5368.372438886631,46.380001068115234,1.0130564904632569
Kepler-1789,0.8479999899864197,,,5519.265783778573,20.97000026702881,1.109029
Kepler-1678,0.6899999976158142,,,5534.757981008703,17.81000010172526,0.9616700047683715
Kepler-1079,0.8810000121593475,,,5705.529648784723,38.21250009536743,1.53484
Kepler-1080,0.5720000267028809,,,6116.148392128783,41.59742002861023,1.1771430034968058
Kepler-1066,0.7636666695276896,,,5554.410475201613,6.533756013732909,0.821008
Kepler-1081,0.8989999890327454,,,5271.225186025944,30.93999989827474,1.032051
Kepler-1082,0.3089999854564667,,,5895.211850286458,83.48999786376953,1.101771
Kepler-357,1.0169999599456787,,,4819.658966846955,36.02000045776367,0.972945
Kepler-1083,,,,4886.105948202827,85.58000183105469,1.0548359856948852
Kepler-1084,0.6180000007152557,,,5962.532620211206,8.546499729156494,2.2383779523162843
Kepler-1085,,,,5704.594889550912,45.02000045776367,1.0219364952316283
Kepler-1086,1.2949999570846558,,,4222.504957048291,12.682000160217285,0.9813164904632569
Kepler-1087,0.8165000081062317,,,5321.708683162642,34.69285774230957,1.0121354952316284
Kepler-358,0.7975000143051147,,,5612.941393836805,29.42429602874756,0.991878
Kepler-353,1.4350000023841858,,,3893.6540044103226,32.256286076136995,1.012494
Kepler-1790,0.6195000112056732,,,5989.07825314556,14.466666539510092,0.948628
Kepler-1791,0.4569999873638153,,,6028.924165940505,8.309999783833822,9.2672
Kepler-1792,,,,5078.49227586207,9.539249897003174,0.921821
Kepler-60,0.39399999380111694,,,5846.377295778509,74.29000091552734,0.929085
Kepler-1088,0.40049999207258224,,,5902.777063747024,13.706800079345703,0.8663884964237213
Kepler-1089,1.399999976158142,,,3732.327529438921,32.45806143692016,1.082715
Kepler-1995,1.0700000524520874,,,4818.170075813611,10.739999771118164,1.0799359809265137
Kepler-1793,1.0069999694824219,,,5086.045886547274,19.20800018310547,1.1378004928474428
Kepler-359,,,,5841.156878441723,17.90999984741211,0.883626
Kepler-1090,0.8856666684150696,,,5302.185411292614,39.23646422743056,1.839269
Kepler-1091,0.7300000190734863,,,5707.1855258018095,14.640285628182548,0.854751
Kepler-1794,0.9835000038146973,,,5030.163230769231,38.05499839782715,1.10446
Kepler-1092,0.593999981880188,,,5885.791183909575,47.34000015258789,0.968742
Kepler-1093,0.5540000200271606,,,6273.480265122767,51.54999923706055,0.995598
Kepler-1094,,,,5764.767089684177,59.310001373291016,1.022727476158142
Kepler-1095,0.7990000247955322,,,5617.5492852988245,24.46500015258789,0.9744035143051147
Kepler-85,0.7833333412806193,,,5427.059668404412,23.55177794562446,1.039775
Kepler-1096,1.3149999976158142,,,4225.277773617444,14.218400192260741,0.9746519904632569
Kepler-1097,0.6749999821186066,,,5176.168219118924,25.938333829243977,1.046897
Kepler-1098,0.7789999842643738,,,5706.4452073102675,9.529999732971191,1.044852
Kepler-1099,,,,5642.2126338998905,18.928407768758138,1.024545490463257
Kepler-1100,0.6870000064373016,,,5954.567192013889,21.509999990463257,0.976652
Kepler-1679,0.7300000190734863,,,5438.404226436313,20.461249828338623,1.0235809856948852
Kepler-1101,0.7799999713897705,,,5319.729582206765,41.894999504089355,0.9439215083446503
Kepler-1102,,,,5862.610841536459,68.57427984741211,1.0187379785423278
Kepler-1103,0.6000000238418579,,,6091.86149075218,10.998285566057477,1.049653
Kepler-1104,0.5505000054836273,,,6260.146648026064,4.250500023365021,1.0044119940395355
Kepler-1067,0.7350000143051147,,,5423.287864432152,17.52740058898926,0.9891954952316284
Kepler-1105,1.1763333479563396,,,4197.820866666666,13.425999800364176,0.965854
Kepler-67,0.9359999895095825,,,5214.696422052556,10.479518208867853,1.032728
Kepler-1106,,,,6034.549856770833,81.93000030517578,1.102139
Kepler-1795,1.2050000429153442,,,4207.474300001907,19.263999938964844,17.667718305175782
Kepler-1107,0.9150000214576721,,,5017.907136618021,18.00666681925456,0.9359695035762787
Kepler-1680,0.9165000021457672,,,5037.109384538838,19.860856737409318,1.0663544856948852
Kepler-1785,0.7850000262260437,,,5689.248438183594,51.86000061035156,1.082925
Kepler-1108,0.7800000011920929,,,5402.612294152462,17.703428540910995,1.027161
Kepler-1109,,,,5437.975645473771,48.529998779296875,0.9600114940395355
Kepler-103,0.7874999940395355,,,5864.926064606709,73.81733338419596,0.9875910047683716
Kepler-1796,0.6510000228881836,,,5931.267875195313,78.4800033569336,1.04807
Kepler-1797,0.5779999792575836,,,5757.696511240747,16.30257143293108,1.0158634952316286
Kepler-1110,,,,4677.735967680393,23.866560457763672,0.9893339952316285
Kepler-1111,0.6389999985694885,,,5685.9704012375205,18.44114249093192,0.9513420047683716
Kepler-1798,1.3949999809265137,,,4015.5373007664125,27.097429003034318,1.000910990463257
Kepler-100,0.7310000061988831,,,5793.95990807839,25.119143077305385,0.9239335119209289
Kepler-101,0.7450000047683716,,,5500.2260787653695,3.48769,1.0277975228881835
Kepler-34,0.843500018119812,,,5914.3929688964845,16.280000686645508,0.969917
Kepler-129,,,,5619.747521068515,29.783334096272785,0.8744560058809916
Kepler-508,0.5329999923706055,,,5961.895629114114,8.859999656677246,0.9541195095367432
Kepler-1152,1.4945000112056732,,,3955.768805234375,14.9680000806536,0.971954
Kepler-1186,0.6600000262260437,,,5508.971875208819,27.333390076293945,1.0506864952316284
Kepler-1187,0.6500000059604645,,,5809.633227284041,13.346071265394423,1.0429769952316286
Kepler-1822,1.1339999437332153,,,4983.051134643226,45.810001373291016,0.976334
Kepler-1188,0.5600000023841858,,,5981.047363136574,27.809999465942383,1.101737
Kepler-1189,0.7609999974568685,,,5650.612482244318,26.531999588012695,0.99463
Kepler-1190,1.0549999475479126,,,4621.634833111702,15.53333314259847,1.055561
Kepler-1823,,,,6021.784104023011,13.010000228881836,0.9871373481152853
Kepler-1824,0.6790000200271606,,,5920.349327585681,22.75,1.0190119809265137
Kepler-520,0.7059999704360962,,,5921.685014484483,14.00399990081787,8.058450190734863
Kepler-126,0.46549999713897705,,,6126.531594744042,7.329999923706055,0.9307670083446502
Kepler-1825,0.8513333201408386,,,4900.429173128727,29.860400009155274,0.9314104892711639
Kepler-1191,0.8786666591962179,,,5329.276012263257,30.53499984741211,0.997178
Kepler-1192,0.703000009059906,,,5594.101460810417,4.960000038146973,1.03698
Kepler-1826,1.4249999523162842,,,3886.369512195122,34.22485654122489,1.062801
Kepler-1193,0.8510000109672546,,,5864.079970490679,65.30999755859375,0.904842
Kepler-1827,0.8299999833106995,,,5162.507730458363,76.0,1.072570476158142
Kepler-380,,,,6001.731253197674,15.520000457763672,1.362835
Kepler-1194,,,,5443.604610787487,64.23999786376953,9.457050366485596
Kepler-1195,,,,5016.00226657685,5.059999942779541,0.971987
Kepler-1196,0.746999979019165,,,5703.396767893145,36.08000183105469,1.00927
Kepler-1197,1.125,,,4583.925428666119,18.040799713134767,1.0609685166893006
Kepler-1198,0.9490000009536743,,,5470.918361139113,73.43000030517578,1.126244
Kepler-1199,0.8379999995231628,,,5786.708793668232,83.37999725341797,5.732954895095825
Kepler-1200,1.2300000190734863,,,4473.174930078125,39.33750057220459,1.047526
Kepler-138,1.3009999990463257,,,3790.3279852646037,17.962571144104004,0.9806469713897705
Kepler-1201,0.7329999804496765,,,5958.834903487724,44.776666005452476,1.019738
Kepler-1202,0.8096666733423868,,,5642.0378873535155,20.853000164031982,1.107104
Kepler-1203,1.434000015258789,,,4040.2930054054054,53.88999938964844,1.099619
Kepler-1204,0.4699999988079071,,,5784.1024968459815,4.039999961853027,0.981512
Kepler-1205,0.899999996026357,,,5163.710068839287,10.828285898481097,1.036126
Kepler-1828,,,,5552.019018791835,28.054999351501465,0.9415840035762787
Kepler-381,0.49533332387606305,,,6152.347872576277,10.21999979019165,0.9694140083446503
Kepler-1829,0.8769999742507935,,,5106.2332398125,33.90999984741211,1.019612
Kepler-139,,,,5501.999265624856,24.15999984741211,1.036477
Kepler-1206,1.0649999976158142,,,4670.794444801632,18.366799545288085,1.0997394713897704
Kepler-1207,0.6919999718666077,,,5712.351531951446,17.063666661580402,1.021870676680247
